,ORF Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SGD ID,Gene Name,Gene Length,Verified ORF?,Chromosome,Start,End,Strand,Description
292,YJR071W,124.7820265,-2.088002884,0.153255815,-13.53038704,1.03E-41,2.05E-40,S000003832,YJR071W,369,Dubious,chrX,570405,570773,1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
293,YJR072C,393.3137561,-1.356083446,0.117449767,-11.54092785,8.20E-31,1.07E-29,S000003833,NPA3,1158,Verified,chrX,570967,572124,-1,Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress
294,YJR077C,2237.202833,-1.16511735,0.144689011,-8.053488058,8.05E-16,4.97E-15,S000003838,MIR1,936,Verified,chrX,577255,578190,-1,Mitochondrial phosphate carrier; imports inorganic phosphate into mitochondria; functionally redundant with Pic2p but more abundant than Pic2p under normal conditions; phosphorylated
295,YJR097W,78.95977145,-1.730795676,0.199695079,-8.601454767,7.87E-18,5.40E-17,S000003858,JJJ3,519,Verified,chrX,612413,612931,1,Protein of unknown function; contains a CSL Zn finger and a DnaJ-domain; involved in diphthamide biosynthesis; ortholog human Dph4
296,YKL001C,224.3677509,-1.108301433,0.18251372,-6.069497835,1.28E-09,4.94E-09,S000001484,MET14,609,Verified,chrXI,438777,439385,-1,Adenylylsulfate kinase; required for sulfate assimilation and involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant
297,YKL004W,1245.902041,-1.29050994,0.109654136,-11.76787437,5.71E-32,7.85E-31,S000001487,AUR1,1206,Verified,chrXI,435580,436785,1,Phosphatidylinositol:ceramide phosphoinositol transferase; required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance; also known as IPC synthase
298,YKL009W,548.3674193,-1.980966989,0.149139847,-13.27321186,3.31E-40,6.23E-39,S000001492,MRT4,711,Verified,chrXI,426242,426952,1,Protein involved in mRNA turnover and ribosome assembly; required at post-transcriptional step for efficient retrotransposition; localizes to the nucleolus
299,YKL014C,1088.629931,-1.475353005,0.086099283,-17.13272292,8.46E-66,3.43E-64,S000001497,URB1,5295,Verified,chrXI,411619,416913,-1,Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit
300,YKL021C,366.8044791,-1.234460779,0.096357327,-12.80516006,1.53E-37,2.58E-36,S000001504,MAK11,1407,Verified,chrXI,397344,398750,-1,Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats
301,YKL054C,1597.553013,-1.096735233,0.204434503,-5.365339262,8.08E-08,2.58E-07,S000001537,DEF1,2217,Verified,chrXI,336537,338753,-1,"RNAPII degradation factor; forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex; mutant is deficient in Zip1p loading onto chromosomes during meiosis"
302,YKL068W-A,262.5265337,-1.113378676,0.169458815,-6.567232476,5.13E-11,2.22E-10,S000028524,YKL068W-A,237,Uncharacterized,chrXI,309206,309442,1,Putative protein of unknown function; identified by homology to <i>Ashbya gossypii</i>
303,YKL078W,187.2857082,-3.902968385,0.179445306,-20.82601568,2.52E-96,2.71E-94,S000001561,DHR2,2208,Verified,chrXI,288845,291052,1,Predominantly nucleolar DEAH-box ATP-dependent RNA helicase; required for 18S rRNA synthesis
304,YKL082C,334.3407828,-1.52272651,0.233823773,-6.515515444,7.24E-11,3.09E-10,S000001565,RRP14,1305,Verified,chrXI,281025,282329,-1,"Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family"
305,YKL096W,958.5325334,-3.578134845,0.182328407,-19.56671003,2.97E-85,2.14E-83,S000001579,CWP1,720,Verified,chrXI,261132,261851,1,"Cell wall mannoprotein that localizes to birth scars of daughter cells; linked to a beta-1,3- and beta-1,6-glucan heteropolymer through a phosphodiester bond; required for propionic acid resistance"
306,YKL096W-A,19092.27329,-1.165658355,0.099052886,-11.7681484,5.70E-32,7.84E-31,S000001956,CWP2,279,Verified,chrXI,259253,259531,1,Covalently linked cell wall mannoprotein; major constituent of the cell wall; plays a role in stabilizing the cell wall; involved in low pH resistance; precursor is GPI-anchored
307,YKL099C,144.8087519,-2.110196915,0.200852682,-10.45641697,1.37E-25,1.40E-24,S000001582,UTP11,753,Verified,chrXI,255720,256472,-1,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit
308,YKL101W,1065.226771,-1.073439196,0.086377406,-12.4262869,1.88E-35,2.89E-34,S000001584,HSL1,4557,Verified,chrXI,248920,253476,1,"Nim1p-related protein kinase; septin-binding kinase that localizes to the bud neck septin ring and regulates the morphogenesis checkpoint; phosphorylates Hsl7p and cooperates with Elm1p to recruit Hsl7p to the mother-bud neck, as a prerequisite for the subsequent recruitment, phosphorylation, and degradation of Swe1p; autophosphorylation enhances interactions with Hsl7p"
309,YKL109W,498.0251885,-1.123692046,0.159040001,-7.065082873,1.61E-12,7.83E-12,S000001592,HAP4,1665,Verified,chrXI,232227,233891,1,"Transcription factor; subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; provides the principal activation function of the complex; involved in diauxic shift"
310,YKL113C,245.4164678,-1.148446696,0.128220631,-8.951490643,3.51E-19,2.63E-18,S000001596,RAD27,1149,Verified,chrXI,224727,225875,-1,"5' to 3' exonuclease, 5' flap endonuclease; required for Okazaki fragment processing and maturation, for long-patch base-excision repair and large loop repair (LLR), ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia"
311,YKL125W,334.0807943,-1.229418208,0.106778688,-11.50860835,1.19E-30,1.55E-29,S000001608,RRN3,1884,Verified,chrXI,208247,210130,1,Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo
312,YKL143W,260.1789538,-2.968993728,0.183516379,-16.03661014,7.09E-58,2.26E-56,S000001626,LTV1,1392,Verified,chrXI,176781,178172,1,"Subunit of the EGO/GSE complex; the vacuolar/endosomal membrane associated EGO/GSE complex regulates exit from rapamycin-induced growth arrest, stimulating microautophagy and sorting of Gap1p from the endosome to the plasma membrane; required for ribosomal small subunit export from nucleus; required for growth at low temperature"
313,YKL165C,1025.967592,-1.041168709,0.100382056,-10.37143838,3.34E-25,3.33E-24,S000001648,MCD4,2760,Verified,chrXI,137932,140691,-1,Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol
314,YKL166C,197.6997561,-1.063686498,0.160960441,-6.60589446,3.95E-11,1.72E-10,S000001649,TPK3,1197,Verified,chrXI,134509,135705,-1,"cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase; TPK3 has a paralog, TPK1, that arose from the whole genome duplication"
315,YKL172W,485.6666345,-1.964041791,0.193979289,-10.12241418,4.39E-24,4.15E-23,S000001655,EBP2,1284,Verified,chrXI,125759,127042,1,"Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering"
316,YKL181W,2036.319614,-1.013891066,0.074355027,-13.63534073,2.47E-42,4.96E-41,S000001664,PRS1,1284,Verified,chrXI,107316,108599,1,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; plays a key role in cell wall integrity (CWI) pathway; one of five related enzymes, which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth (CMTX5) disease"
317,YKL182W,11101.27728,-1.480750875,0.109716473,-13.49638009,1.64E-41,3.21E-40,S000001665,FAS1,6156,Verified,chrXI,100671,106826,1,"Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities"
318,YKL191W,823.5216406,-1.460475442,0.104200074,-14.01323482,1.29E-44,2.81E-43,S000001674,DPH2,1605,Verified,chrXI,81035,82639,1,"Protein required for synthesis of diphthamide; required along with Dph1p, Kti11p, Jjj3p, and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p"
319,YKL216W,2017.83391,-2.746453643,0.141292292,-19.42697606,4.56E-84,3.21E-82,S000001699,URA1,945,Verified,chrXI,25215,26159,1,"Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid"
320,YKR012C,93.25394008,-1.033414206,0.17170701,-6.009530277,1.86E-09,7.01E-09,S000001720,YKR012C,378,Dubious,chrXI,463739,464116,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2"
321,YKR013W,1396.223761,-1.155100439,0.114764957,-10.06436184,7.94E-24,7.41E-23,S000001721,PRY2,990,Verified,chrXI,463959,464948,1,"Sterol binding protein involved in the export of acetylated sterols; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); sterol export function is redundant with that of PRY1; may be involved in detoxification of hydrophobic compounds; PRY2 has a paralog, PRY1, that arose from the whole genome duplication"
322,YKR024C,323.797432,-2.518960848,0.116659776,-21.48364587,2.21E-102,2.88E-100,S000001732,DBP7,2229,Verified,chrXI,485144,487372,-1,Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions
323,YKR025W,223.3318676,-1.387094524,0.142429544,-9.730159635,2.24E-22,1.96E-21,S000001733,RPC37,849,Verified,chrXI,487770,488618,1,RNA polymerase III subunit C37
324,YKR056W,459.5144335,-2.095268961,0.115385588,-18.13385175,1.72E-73,8.69E-72,S000001764,TRM2,1920,Verified,chrXI,549448,551367,1,tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair
325,YKR060W,142.9551592,-1.622228496,0.170311928,-9.500347919,2.09E-21,1.73E-20,S000001768,UTP30,825,Verified,chrXI,556518,557342,1,Putative subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit
326,YKR075C,247.0843516,-2.148167326,0.176420421,-12.13439557,6.94E-34,1.03E-32,S000001783,YKR075C,924,Uncharacterized,chrXI,579827,580750,-1,"Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication"
327,YKR079C,365.1049278,-1.542108889,0.09557419,-16.12112161,1.81E-58,6.09E-57,S000001787,TRZ1,2517,Verified,chrXI,586789,589305,-1,tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2
328,YKR081C,397.6485798,-2.319018631,0.150352248,-15.39511297,1.77E-53,5.11E-52,S000001789,RPF2,1035,Verified,chrXI,591506,592540,-1,Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles
329,YKR092C,820.6347823,-2.452606542,0.143463974,-17.08134273,2.04E-65,8.19E-64,S000001800,SRP40,1221,Verified,chrXI,612665,613885,-1,Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140
330,YLL008W,653.9640847,-2.980057024,0.137533246,-21.60613713,1.57E-103,2.23E-101,S000003931,DRS1,2259,Verified,chrXII,131729,133987,1,Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles
331,YLL011W,344.9122916,-2.068453687,0.11438258,-18.04495623,8.64E-73,4.25E-71,S000003934,SOF1,1470,Verified,chrXII,127523,128992,1,Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene
332,YLL012W,287.8363969,-1.836352569,0.140799959,-13.02265268,9.10E-39,1.62E-37,S000003935,YEH1,1722,Verified,chrXII,125534,127255,1,"Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication"
333,YLL024C,24372.67171,-1.920213729,0.295032085,-6.500609444,8.00E-11,3.40E-10,S000003947,SSA2,1920,Verified,chrXII,95566,97485,-1,"HSP70 family ATP-binding protein; involved in protein folding, vacuolar import of proteins; required for ubiquitin-dependent degradation of short-lived proteins; associated with chaperonin-containing T-complex; 98% identical to paralog Ssa1p with distinct functional specificity in propagation of yeast [URE3] prions and vacuolar-mediated degradation of gluconeogenesis enzymes; binds tRNA, has role in tRNA nuclear import during starvation"
334,YLL034C,465.070422,-2.34818738,0.10956673,-21.38489998,1.85E-101,2.36E-99,S000003957,RIX7,2514,Verified,chrXII,70633,73146,-1,"Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions"
335,YLL045C,7609.847185,-1.0293631,0.114987801,-8.951728989,3.50E-19,2.62E-18,S000003968,RPL8B,771,Verified,chrXII,47859,48629,-1,"Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication"
336,YLL061W,308.3723793,-2.448667864,0.166186297,-14.68946691,7.53E-49,1.85E-47,S000003984,MMP1,1752,Verified,chrXII,17956,19707,1,High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p
337,YLL062C,87.4275106,-2.033440765,0.209977747,-9.602625543,7.79E-22,6.61E-21,S000003985,MHT1,975,Verified,chrXII,16639,17613,-1,S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio
338,YLR002C,398.8282741,-1.899844042,0.121743293,-15.58733817,8.88E-55,2.66E-53,S000003992,NOC3,1992,Verified,chrXII,154343,156334,-1,"Subunit of a nuclear complex with Noc2p and pre-replicative complexes; the Noc2p-Noc3p complex binds to 66S ribosomal precursors to mediate their maturation and intranuclear transport; binds to chromatin at active replication origins, and is required for pre-RC formation and maintenance during DNA replication licensing"
339,YLR003C,195.9909575,-1.407699055,0.162275072,-8.665033495,4.51E-18,3.15E-17,S000003993,CMS1,876,Verified,chrXII,156855,157730,-1,Putative subunit of the 90S preribosome processome complex; overexpression rescues supressor mutant of mcm10; null mutant is viable; relocalizes from nucleus to cytoplasm upon DNA replication stress
340,YLR009W,425.729967,-1.788066552,0.148537977,-12.02933959,2.49E-33,3.62E-32,S000003999,RLP24,600,Verified,chrXII,166537,167136,1,"Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp"
341,YLR017W,618.3537327,-1.726122801,0.146213353,-11.80088309,3.86E-32,5.35E-31,S000004007,MEU1,1014,Verified,chrXII,177608,178621,1,Methylthioadenosine phosphorylase (MTAP); catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression
342,YLR044C,73358.83376,-1.195786893,0.230735746,-5.180843433,2.21E-07,6.76E-07,S000004034,PDC1,1692,Verified,chrXII,232390,234081,-1,"Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo"
343,YLR051C,156.0086728,-1.31939864,0.194495214,-6.780611569,1.20E-11,5.46E-11,S000004041,FCF2,654,Verified,chrXII,246324,246977,-1,Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene
344,YLR062C,605.3242573,-1.018499228,0.167391281,-6.082253891,1.19E-09,4.58E-09,S000004052,BUD28,378,Dubious,chrXII,263577,263954,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene RPL22A; diploid mutant displays a weak budding pattern phenotype in a systematic assay"
345,YLR063W,180.1555313,-1.81268539,0.13585867,-13.29979537,2.32E-40,4.40E-39,S000004053,BMT6,1098,Verified,chrXII,264157,265254,1,Methyltransferase required for m3U2843 methylation of the 25S rRNA; S-adenosylmethionine-dependent; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR063W is not an essential gene
346,YLR068W,63.45740062,-1.257003735,0.280648163,-4.475214732,7.63E-06,1.98E-05,S000004058,FYV7,456,Verified,chrXII,271008,271463,1,Essential protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin
347,YLR073C,270.2587738,-1.739614157,0.13173621,-13.18636567,1.05E-39,1.96E-38,S000004063,RFU1,603,Verified,chrXII,281019,281621,-1,Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes
348,YLR074C,291.5072519,-1.965449193,0.148834469,-13.18015209,1.14E-39,2.12E-38,S000004064,BUD20,501,Verified,chrXII,281956,282456,-1,"C2H2-type zinc finger protein required for ribosome assembly; shuttling factor which associates with pre-60S particles in the nucleus, accompanying them to the cytoplasm; cytoplasmic dissociation of Bud20p requires Drg1p; N-terminus harbors a nuclear localization signal (NLS) and a nuclear export signal (NES); cytoplasmic Bud20p is reimported by Kap123-dependent pathway; involved in bud-site selection; diploid mutants display a random budding pattern; similar to human ZNF593"
349,YLR083C,2324.537049,-1.002949355,0.103105766,-9.727122284,2.31E-22,2.02E-21,S000004073,EMP70,2004,Verified,chrXII,294091,296094,-1,"Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog, TMN2, that arose from the whole genome duplication"
350,YLR103C,125.7043398,-1.327754373,0.149873049,-8.841499892,9.44E-19,6.92E-18,S000004093,CDC45,1953,Verified,chrXII,343989,345941,-1,"DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p, recruits elongation machinery; binds tightly to ssDNA, which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes"
351,YLR106C,2108.953539,-2.082098186,0.107172174,-19.42482386,4.76E-84,3.31E-82,S000004096,REA1,14733,Verified,chrXII,349006,363738,-1,"Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p, in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain"
352,YLR129W,782.8575754,-1.978627504,0.100468221,-19.6825633,3.04E-86,2.24E-84,S000004119,DIP2,2832,Verified,chrXII,399657,402488,1,"Nucleolar protein; specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex"
353,YLR146C,237.1500985,-1.093558686,0.137898356,-7.926624904,2.25E-15,1.36E-14,S000004136,SPE4,903,Verified,chrXII,432823,433725,-1,Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid
354,YLR154W-E,383.6564728,-1.464535983,0.303083757,-4.832102558,1.35E-06,3.82E-06,S000028676,YLR154W-E,204,Dubious,chrXII,455433,455636,1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 35S rRNA gene on the opposite strand"
355,YLR175W,2438.070317,-1.468414421,0.132366076,-11.09348135,1.35E-28,1.61E-27,S000004165,CBF5,1452,Verified,chrXII,506134,507585,1,"Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs, on snRNA U2, and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs"
356,YLR179C,1597.572222,-1.062296037,0.11856127,-8.959645965,3.26E-19,2.44E-18,S000004169,YLR179C,606,Verified,chrXII,514108,514713,-1,Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus
357,YLR180W,2818.395744,-3.816465862,0.384385878,-10.02583676,1.17E-23,1.08E-22,S000004170,SAM1,1149,Verified,chrXII,515262,516410,1,"S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog, SAM2, that arose from the whole genome duplication"
358,YLR183C,217.6915384,-2.337509895,0.14781307,-15.74233666,7.75E-56,2.38E-54,S000004173,TOS4,1470,Verified,chrXII,520543,522012,-1,"Putative transcription factor, contains Forkhead Associated domain; binds chromatin; involved in expression homeostasis, buffering of mRNA synthesis rate against gene dosage changes during S phase; target of SBF transcription factor; expression is periodic and peaks in G1; involved in DNA replication checkpoint response; interacts with Rpd3 and Set3 histone deacetylase complexes; APCC(Cdh1) substrate; relative distribution to nucleus increases upon DNA replication stress"
359,YLR186W,492.8498229,-1.245814574,0.093414828,-13.33178096,1.51E-40,2.88E-39,S000004176,EMG1,759,Verified,chrXII,523632,524390,1,"Methyltransferase for rRNA; methylates pseudouridine 18S rRNA residue 1191; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independent of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and equivalent yeast mutation affects Emg1p dimerization and localization but not methyltransferase activity; human EMG1 complements lethality of null and ts mutant"
360,YLR196W,788.551537,-2.322329584,0.126313361,-18.37076161,2.25E-75,1.19E-73,S000004186,PWP1,1731,Verified,chrXII,543968,545698,1,Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily
361,YLR197W,2165.628343,-2.009999384,0.174058352,-11.5469346,7.65E-31,1.00E-29,S000004187,NOP56,1515,Verified,chrXII,546097,547611,1,Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects
362,YLR198C,139.7762905,-1.92802322,0.228932826,-8.396283293,4.61E-17,3.04E-16,S000004188,YLR198C,360,Dubious,chrXII,547286,547645,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIK1/YLR197W"
363,YLR214W,1508.977776,-1.173007724,0.176794896,-6.633582646,3.28E-11,1.44E-10,S000004204,FRE1,2061,Verified,chrXII,568567,570627,1,Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels
364,YLR221C,211.1197753,-1.266470182,0.167081086,-7.575889338,3.57E-14,1.97E-13,S000004211,RSA3,663,Verified,chrXII,578362,579024,-1,Protein with a likely role in ribosomal maturation; required for accumulation of wild-type levels of large (60S) ribosomal subunits; binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus
365,YLR222C,619.4120824,-2.172065121,0.103921617,-20.87685406,8.69E-97,9.71E-95,S000004212,UTP13,2454,Verified,chrXII,579318,581771,-1,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
366,YLR223C,722.1669655,-1.737457517,0.123666171,-14.04563155,8.19E-45,1.79E-43,S000004213,IFH1,3258,Verified,chrXII,582233,585490,-1,"Coactivator, regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog, CRF1, that arose from the whole genome duplication"
367,YLR249W,36163.40791,-2.024764819,0.179653378,-11.2711231,1.82E-29,2.25E-28,S000004239,YEF3,3135,Verified,chrXII,636780,639914,1,"Translation elongation factor 3; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, HEF3, that arose from the whole genome duplication"
368,YLR276C,516.2774771,-1.873567301,0.11643974,-16.0777736,3.65E-58,1.20E-56,S000004266,DBP9,1785,Verified,chrXII,695046,696830,-1,"DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain"
369,YLR296W,1.512883859,-1.731393832,0.529372615,-3.251298985,0.00114879,0.002266404,S000004287,YLR296W,327,Uncharacterized,chrXII,722978,723304,1,Putative protein of unknown function; conserved across S. cerevisiae strains
370,YLR300W,6971.811934,-1.433310248,0.088697079,-16.15943362,9.75E-59,3.33E-57,S000004291,EXG1,1347,Verified,chrXII,728955,730301,1,"Major exo-1,3-beta-glucanase of the cell wall; involved in cell wall beta-glucan assembly; exists as three differentially glycosylated isoenzymes; EXG1 has a paralog, SPR1, that arose from the whole genome duplication"
371,YLR336C,374.9821453,-1.87929839,0.102768971,-18.25615501,1.85E-74,9.47E-73,S000004328,SGD1,2700,Verified,chrXII,799697,802396,-1,Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia
372,YLR342W,12655.23519,-1.112235375,0.089188538,-12.47058259,1.08E-35,1.70E-34,S000004334,FKS1,5631,Verified,chrXII,809997,815627,1,"Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog, GSC2, that arose from the whole genome duplication"
373,YLR342W-A,43.83940523,-1.131033141,0.236392183,-4.76405941,1.90E-06,5.29E-06,S000028571,YLR342W-A,174,Uncharacterized,chrXII,815810,815983,1,Putative protein of unknown function
